85170142,Social medicine,
85170335,Social work,
85170294,Sociotherapy,
84867982,Soft tissue pathology,
84865963,Soft-body dynamics,
84866566,Software engineering,
84864440,Soil microbiology,
84865604,Solar photonics,
84866856,Solid-state electronics,
85167806,Sonic interaction design,
84869077,Space architecture,
84868161,Space medicine,
84869065,Space neuroscience,
84868164,Space nursing,
84869080,Space research,
84868897,Space traffic management,
84867232,Specialty engineering,
84867904,Speech science,
84867898,Speech-language pathology,
84866733,Spin engineering,
84865066,Spinmechatronics,
84865081,Spinplasmonics,
84865078,Spintronics,
84865936,Sports biomechanics,
84868167,Sports medicine,
84868511,Sports science,
84865399,Statics,
84876192,Statisticl mechanics,
84863755,Stellar dynamics,
84868735,Stem cell engineering,
84864910,Stem cell proteomics,
84865514,Stereoelectronics,
84867073,Stretchable electronics,
84866428,Structural bioinformatics,
84865390,Structural dynamics,
84867196,Structural engineering,
84864317,Structural fracture mechanics,
84865350,Structural mechanics,
84866736,Subsurface utility engineering,
85166448,Subsurface water extraction,
84868101,Suicidology,
84865210,Supermathematics,
84865048,Supramolecular electronics,
84868478,Surface metrology,
84866865,Surface-water hydrology,
84867985,Surgical pathology,
84868966,Sustainable city,
84866936,Sustainable engineering,
84864877,Synthetic biology,
84866808,Synthetic genomics,
84866814,Synthetic virology,
84867331,Systemics,
84866449,Systems biomedicine,
84867205,Systems engineering,
84866542,Systems medicine,
84868762,Technology forecasting,
84868224,Tele-epidemiology,
84874380,Telecommunications engineering,
84867621,Teledermatology,
84868227,Telemedicine,
84867952,Telepathology,
84868768,Telephony,
84864663,Teleradiology,
84867040,Telerobotics,
84868633,Terrain cartography,
84867585,Testicular immunology,
84867364,Textile manufacturing,
85170322,Thanatology,
85170327,Therapeutic drug monitoring,
84868251,Theriogenology,
84869092,Thermal engineering,
84865420,Thermal hydraulics,
84865452,Thermochemistry,
84865640,Thin-film optics,
84866787,Tissue engineering,
84865992,Topological dynamics,
84864050,Toxicology,
84867139,Traffic engineering (transportation),
84867766,Transfusion medicine,
84866742,Transition engineering,
84868230,Translational bioinformatics,
84868200,Translational medicine,
84868212,Translational research informatics,
84868705,Transport geography,
84867124,Transportation engineering,
84867645,Traumatology,
85170317,Travel medicine,
84865485,Tribology,
84867624,Trichology,
84868173,Tropical medicine,
84867019,Underwater robotics,
84867751,Urogynecology,
84868176,Urology,
84867037,Urology robotics,
85167726,User interface design,
84865393,Vehicle dynamics,
85170342,Veterinary dentistry,
84868239,Veterinary medicine,
84867877,Veterinary oncology,
84868080,Veterinary parasitology,
84868242,Veterinary pathology,
85170334,Veterinary pharmacy,
85170341,Veterinary virology,
84868065,Viral dynamics,
84864044,Viral metagenomics,
84866422,Viral phylodynamics,
84866305,Viroinformatics,
85171965,Virtual engineering,
84866293,Visual analytics,
84865517,Volatolomics,
85171563,Volumography,
84868942,Waste management,
84866578,Web engineering,
84866894,Well engineering,
84867367,Wet processing engineering,
84867642,Wilderness medicine (practice),
84866647,Win-loss analytics,
84867079,Wind engineering,
84866817,Xenobiology,
85170343,Zoological medicine,
84864766,Zymology,
84868837,Abstract algebra,
85173129,Accessible surface area,
85171215,Action model learning,
84868388,Actuarial science,
85171216,Adversarial machine learning,
85172789,Aerial archaeology,
85170943,Affective computing,
85171284,Agent mining,
84874467,Algebra,
84874470,Algebraic geometry,
84874473,Algebraic logic,
85172224,Algorithmic learning theory,
84874482,Analytic geometry,
84865362,Analytical dynamics,
84868385,Applied mathematics,
85167917,Argumentation theory,
85171011,Articulated body pose estimation,
85168107,Artificial consciousness,
85170252,Artificial creation,
85171737,Artificial development,
85170842,Artificial empathy,
84868906,Artificial life,
85170845,Artificial psychology,
84868379,Asymptotology,
85171077,Augmented cognition,
85171202,Autoepistemic logic,
84868915,Automata theory,
85171381,Automated planning and scheduling,
85170847,Automated reasoning,
85170848,Autonomic computing,
84868406,Bayes linear statistics,
84868403,Bayesian statistics,
85170853,Behavior informatics,
84868840,Binary number,
85170855,Bio-inspired computing,
84874485,Birational geometry,
84868852,Boolean algebra,
85173070,Boolean differential calculus,
84874354,Calculus,
85173088,Catastrophe theory,
85172739,Cephalometry,
84868774,Chaos theory,
85173089,Chaotic scattering,
85170861,Cognitive computing,
85170865,Commonsense reasoning,
84865978,Complex dynamics,
84868777,Complex system,
85172011,Computable topology,
84865272,Computational aeroacoustics,
85170217,Computational anatomy,
85172013,Computational cognition,
85172014,Computational complexity theory,
84866281,Computational engineering,
85171988,Computational epistemology,
84865332,Computational fluid dynamics,
85171618,Computational geometry,
85172016,Computational group theory,
85170867,Computational human modeling,
85170868,Computational humor,
84866320,Computational immunology,
85172017,Computational lexicology,
85166989,Computational linguistics,
84868849,Computational logic,
85172019,Computational musicology,
